id,listing_url,scrape_id,last_scraped,source,name,description,picture_url,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
563402.0,https://www.airbnb.com/rooms/563402,20240825194210.0,2024-08-26,city scrape,Heidi Chalet Alps - Unique Experience - Authentic,"Welcome to the Authentic Part of Heidi Chalet in Rossinière with stunning views !<br /><br />Surrounded with a forest and with an amazing view to the lake and the mountain peaks, the 350 year old ""Heidi Chalet"" offers a unique experience of authentic vacation close to nature and next to famous Gstaad and it's so beautiful valley.   From the 3000 meter high glacier where you can ski even in august, to hiking, mountain biking, rafting, canyoning, ballooning. From the famous Cailler chocolate factory just ne",https://a0.muscache.com/pictures/prohost-api/Hosting-563402/original/82aa287f-913a-4c98-b60c-16817f8d1f4a.jpeg,2770598.0,https://www.airbnb.com/users/show/2770598,Moriya,2012-06-28,"Gstaad, Switzerland",within an hour,100.0,51.0,True,https://a0.muscache.com/im/users/2770598/profile_pic/1340892406/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2770598/profile_pic/1340892406/original.jpg?aki_policy=profile_x_medium,783.0,2265.0,"['email', 'phone']",1.0,1.0,Rossinière,Riviera-Pays-d'Enhaut,46.46800310242388,7.067459248080112,Entire rental unit,Entire home/apt,14.0,2.5,2.5 baths,6.0,10.0,"[""Patio or balcony"", ""Dedicated workspace"", ""First aid kit"", ""Outdoor furniture"", ""Wifi"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Backyard"", ""Dryer"", ""Essentials"", ""Dishes and silverware"", ""Hangers"", ""Freezer"", ""Iron"", ""Portable fans"", ""Free parking on premises"", ""Shampoo"", ""Toaster"", ""BBQ grill"", ""Dishwasher"", ""Long term stays allowed"", ""Baking sheet"", ""Washer"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Hot water"", ""Cleaning products"", ""Wine glasses"", ""Sauna"", ""Cooking basics"", ""Pets allowed"", ""Sound system"", ""Luggage dropoff allowed"", ""Bathtub"", ""Dining table"", ""Private entrance"", ""Stove"", ""Fire pit"", ""Children\u2019s dinnerware"", ""Barbecue utensils"", ""Crib"", ""Board games"", ""Bed linens"", ""Babysitter recommendations"", ""Indoor fireplace"", ""Fire extinguisher"", ""Refrigerator"", ""Body soap"", ""Fireplace guards"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Heating"", ""Coffee"", ""Free street parking"", ""Hot water kettle"", ""TV""]",475.0,2.0,365.0,2.0,7.0,365.0,365.0,2.5,365.0,True,18.0,33.0,61.0,321.0,2024-08-26,183.0,4.0,1.0,2012-07-21,2024-08-12,4.67,4.56,4.56,4.92,4.9,4.89,4.27,1.0,30.0,30.0,0.0,0.0,1.24
1757721.0,https://www.airbnb.com/rooms/1757721,20240825194210.0,2024-08-26,city scrape,Century-old Swiss chalet with views to die for,"Traditional Swiss chalet of considerable stature, quietly located in a residential area at 1250m overlooking the hamlet of Chesieres on the edge of Villars just 20mins walk from the Roc d'Orsay gondola lift. The Chalet with its three floors all facing South, sits on a bench of private land with uninterrupted views across the Rhone Valley to the 4,000m+ massif stretching between Mont Blanc and Verbier, framed by the Dents des Morcles and du Midi - one of the iconic views of the Alps.",https://a0.muscache.com/pictures/24867269/390d300a_original.jpg,9242503.0,https://www.airbnb.com/users/show/9242503,Damien,2013-10-05,"Farnham, United Kingdom",within a day,100.0,100.0,False,https://a0.muscache.com/im/pictures/user/e1c64f6a-7c7b-4909-8875-ea4097ba5523.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e1c64f6a-7c7b-4909-8875-ea4097ba5523.jpg?aki_policy=profile_x_medium,1.0,3.0,"['email', 'phone']",1.0,1.0,Ollon,Aigle,46.30243665434208,7.041843690013256,Entire chalet,Entire home/apt,12.0,2.0,2 baths,6.0,8.0,"[""Dedicated workspace"", ""First aid kit"", ""Outdoor furniture"", ""Wifi"", ""Laundromat nearby"", ""Children\u2019s books and toys"", ""Backyard"", ""Essentials"", ""Dryer"", ""Mountain view"", ""Hangers"", ""Dishes and silverware"", ""Freezer"", ""Stainless steel electric stove"", ""Iron"", ""Toaster"", ""BBQ grill"", ""Dishwasher"", ""Long term stays allowed"", ""Baking sheet"", ""Hot water kettle"", ""Coffee maker: Nespresso"", ""Paid resort access"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Hot water"", ""Wine glasses"", ""Cooking basics"", ""Sound system"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Bathtub"", ""Dining table"", ""Private entrance"", ""Outdoor dining area"", ""Ethernet connection"", ""48 inch HDTV with Amazon Prime Video, standard cable"", ""High chair"", ""Children\u2019s dinnerware"", ""Free driveway parking on premises \u2013 3 spaces"", ""Barbecue utensils"", ""Crib"", ""Board games"", ""Bed linens"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Refrigerator"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Heating"", ""Free washer \u2013 In building"", ""Books and reading material""]",350.0,7.0,28.0,7.0,7.0,28.0,28.0,7.0,28.0,True,29.0,59.0,89.0,350.0,2024-08-26,13.0,2.0,0.0,2015-02-14,2024-02-17,4.77,4.85,4.62,4.92,4.92,4.77,4.38,0.0,1.0,1.0,0.0,0.0,0.11
2078414.0,https://www.airbnb.com/rooms/2078414,20240825194210.0,2024-08-26,city scrape,Lovely 4 bedr. chalet slope at 150m,"Recently refurbished 4 bedroom chalet suitable for 8 people in Villars-Gryon. Stunning views, walking distance to everything you need (400 m to lift, train station, tourist information, bakery, supermarket, ski rental, restaurant, 200m to playground).",https://a0.muscache.com/pictures/miso/Hosting-2078414/original/9abf8921-9c0a-4d6d-b965-a046fecd2316.jpeg,10620172.0,https://www.airbnb.com/users/show/10620172,Maj,2013-12-14,"Copenhagen, Denmark",within a day,100.0,82.0,False,https://a0.muscache.com/im/users/10620172/profile_pic/1387056479/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10620172/profile_pic/1387056479/original.jpg?aki_policy=profile_x_medium,1.0,1.0,"['email', 'phone']",1.0,1.0,Gryon,Aigle,46.28262,7.07307,Entire chalet,Entire home/apt,8.0,2.0,2 baths,4.0,8.0,"[""Dedicated workspace"", ""Outdoor furniture"", ""Wifi"", ""Children\u2019s books and toys"", ""Smoke alarm"", ""Coffee maker"", ""Backyard"", ""Resort access"", ""Dishes and silverware"", ""Dryer"", ""Mountain view"", ""Hangers"", ""Iron"", ""Self check-in"", ""BBQ grill"", ""Washer"", ""Hair dryer"", ""Kitchen"", ""Hot water"", ""Outdoor dining area"", ""High chair"", ""Fire pit"", ""Free parking on premises"", ""Indoor fireplace"", ""Fire extinguisher"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""TV with standard cable"", ""Lockbox""]",172.0,7.0,365.0,7.0,7.0,365.0,365.0,7.0,365.0,True,26.0,56.0,86.0,312.0,2024-08-26,39.0,5.0,2.0,2015-08-13,2024-08-03,4.87,4.82,4.9,4.87,4.97,4.82,4.72,0.0,1.0,1.0,0.0,0.0,0.35
2141949.0,https://www.airbnb.com/rooms/2141949,20240825194210.0,2024-08-26,city scrape,"Swiss Mountain Chalet at La Lecherette, Les Mosses","This beautiful wooden chalet is situated in the French-speaking Swiss canton of Vaud, surrounded by stunning alpine scenery. It is close to local ski runs in winter and walking routes in summer.  It sleeps 6 people comfortably. 90 mins from Geneva.",https://a0.muscache.com/pictures/29123876/959d5270_original.jpg,5930573.0,https://www.airbnb.com/users/show/5930573,Julia,2013-04-15,"London, United Kingdom",within a day,100.0,80.0,False,https://a0.muscache.com/im/pictures/user/812f91fb-3c79-4d32-a22a-1595d00faf57.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/812f91fb-3c79-4d32-a22a-1595d00faf57.jpg?aki_policy=profile_x_medium,1.0,5.0,"['email', 'phone']",1.0,1.0,Château-d'Oex,Riviera-Pays-d'Enhaut,46.42042,7.10342,Entire chalet,Entire home/apt,6.0,1.0,1 bath,2.0,6.0,"[""Private backyard \u2013 Not fully fenced"", ""Outdoor furniture"", ""Wifi"", ""Clothing storage: closet"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Essentials"", ""Mountain view"", ""Dishes and silverware"", ""Hangers"", ""Iron"", ""Drying rack for clothing"", ""Conditioner"", ""Shampoo"", ""Toaster"", ""Long term stays allowed"", ""Hair dryer"", ""Kitchen"", ""Ski-in/ski-out \u2013 near ski lifts"", ""Hot water"", ""Cleaning products"", ""Wine glasses"", ""Cooking basics"", ""Host greets you"", ""Sound system"", ""Private patio or balcony"", ""Dining table"", ""Private entrance"", ""Outdoor dining area"", ""Board games"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Refrigerator"", ""Free parking on premises"", ""Body soap"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Heating"", ""Electric stove"", ""Hot water kettle"", ""TV"", ""Books and reading material""]",124.0,3.0,1125.0,1.0,7.0,1125.0,1125.0,6.9,1125.0,True,23.0,53.0,81.0,323.0,2024-08-26,6.0,1.0,0.0,2015-02-14,2024-01-06,4.33,4.83,4.33,4.67,4.83,4.67,4.33,0.0,1.0,1.0,0.0,0.0,0.05
2374494.0,https://www.airbnb.com/rooms/2374494,20240825194210.0,2024-08-26,city scrape,"Villa 5 chambres, magnifique vue sur le lac leman","Villa on the heights of Lake Leman with a breathtaking view of the lake and the Alps<br />Enjoy the Jacuzzi and pergola, or warm up at the corner of the stove.<br />This tastefully renovated villa is for you!<br /><br />Nyon and the Paleo are accessible by train",https://a0.muscache.com/pictures/1c19053c-4f95-4334-8f72-622b36d1178c.jpg,12114002.0,https://www.airbnb.com/users/show/12114002,Cyril,2014-02-10,"Arzier-Le Muids, Switzerland",nan,100.0,100.0,False,https://a0.muscache.com/im/users/12114002/profile_pic/1392461904/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/12114002/profile_pic/1392461904/original.jpg?aki_policy=profile_x_medium,1.0,1.0,"['email', 'phone']",1.0,1.0,Arzier-Le Muids,Nyon,46.4553358,6.2101377,Entire villa,Entire home/apt,12.0,1.0,1 bath,5.0,7.0,"[""Game console: Xbox Series X"", ""Private hot tub"", ""Dedicated workspace"", ""First aid kit"", ""Outdoor furniture"", ""Mini fridge"", ""Dryer"", ""Essentials"", ""Fast wifi \u2013 126 Mbps"", ""Dishes and silverware"", ""65 inch TV"", ""Freezer"", ""Iron"", ""Stainless steel single oven"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Dishwasher"", ""Long term stays allowed"", ""Baking sheet"", ""Washer"", ""Hair dryer"", ""Coffee maker: french press"", ""Kitchen"", ""Microwave"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Hot water"", ""Cleaning products"", ""Clamp on table seat high chair - available upon request"", ""Wine glasses"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Bathtub"", ""Dining table"", ""Outdoor dining area"", ""EV charger"", ""Children\u2019s dinnerware"", ""Cleaning available during stay"", ""Barbecue utensils"", ""Blender"", ""Board games"", ""Bed linens"", ""Mosquito net"", ""Babysitter recommendations"", ""Indoor fireplace"", ""Fire extinguisher"", ""Refrigerator"", ""Free parking on premises"", ""Heating"", ""Coffee"", ""Room-darkening shades"", ""Hot water kettle"", ""Books and reading material""]",399.0,6.0,365.0,6.0,6.0,365.0,365.0,6.0,365.0,True,0.0,13.0,16.0,284.0,2024-08-26,2.0,1.0,1.0,2023-07-24,2024-07-29,3.0,2.5,1.5,5.0,5.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.15
2589568.0,https://www.airbnb.com/rooms/2589568,20240825194210.0,2024-08-26,city scrape,Luxury 4-bed house with stunning views!,"This is a stunning interior designed property overlooking Montreux and Lake Geneva.  It has 4 large bedrooms, two beautiful sitting rooms with a large open plan kitchen.  There is a large garden and terrace with breathtaking lake and mountain views.",https://a0.muscache.com/pictures/c4255c86-2d5a-4d3c-99eb-f961fef7128b.jpg,6061116.0,https://www.airbnb.com/users/show/6061116,Sophie,2013-04-23,"Montreux, Switzerland",within an hour,88.0,68.0,True,https://a0.muscache.com/im/users/6061116/profile_pic/1395932056/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6061116/profile_pic/1395932056/original.jpg?aki_policy=profile_x_medium,3.0,11.0,['phone'],1.0,1.0,Montreux,Riviera-Pays-d'Enhaut,46.4581,6.91513,Entire home,Entire home/apt,8.0,2.5,2.5 baths,4.0,6.0,"[""Patio or balcony"", ""Dedicated workspace"", ""First aid kit"", ""Wifi"", ""Children\u2019s books and toys"", ""Smoke alarm"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Backyard"", ""Dryer"", ""Essentials"", ""Dishes and silverware"", ""Hangers"", ""Iron"", ""Shampoo"", ""Self check-in"", ""BBQ grill"", ""Dishwasher"", ""Long term stays allowed"", ""Washer"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Hot water"", ""Cooking basics"", ""Bathtub"", ""Private entrance"", ""High chair"", ""Stove"", ""Crib"", ""Free parking on premises"", ""Bed linens"", ""Babysitter recommendations"", ""Indoor fireplace"", ""Refrigerator"", ""Fireplace guards"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Heating"", ""Room-darkening shades"", ""TV with standard cable"", ""Lockbox""]",618.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,True,28.0,31.0,31.0,268.0,2024-08-26,54.0,4.0,3.0,2016-07-05,2024-08-14,4.93,4.94,4.69,4.94,4.94,4.89,4.61,0.0,1.0,1.0,0.0,0.0,0.54
3437462.0,https://www.airbnb.com/rooms/3437462,20240825194210.0,2024-08-26,city scrape,Gstaad Paradise View Chalet with Outdoor Jacuzzi,"This 5-bedroom chalet in Rougemont, Gstaad is the perfect place for a ski holiday with family or friends. With a large balcony and outdoor fireplace, you can enjoy the beautiful mountain views while staying warm and cozy. The chalet also has outdoor furniture so you can relax and enjoy the fresh air. The beds are very comfortable, and the chalet has a garden so you can take a stroll and take in the stunning scenery. <br />This 200 year old Chalet offers a unique experience close to nature.",https://a0.muscache.com/pictures/prohost-api/Hosting-3437462/original/411cfc3e-5878-4dab-ae3e-cd0f94ae2002.jpeg,2770598.0,https://www.airbnb.com/users/show/2770598,Moriya,2012-06-28,"Gstaad, Switzerland",within an hour,100.0,51.0,True,https://a0.muscache.com/im/users/2770598/profile_pic/1340892406/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2770598/profile_pic/1340892406/original.jpg?aki_policy=profile_x_medium,783.0,2265.0,"['email', 'phone']",1.0,1.0,Rougemont,Riviera-Pays-d'Enhaut,46.49597150710492,7.22822117116438,Entire chalet,Entire home/apt,14.0,3.0,3 baths,5.0,8.0,"[""Patio or balcony"", ""Dedicated workspace"", ""First aid kit"", ""Wifi"", ""Coffee maker"", ""Dishes and silverware"", ""Dryer"", ""Essentials"", ""Hangers"", ""Iron"", ""Shampoo"", ""Toaster"", ""Long term stays allowed"", ""Washer"", ""Free residential garage on premises"", ""Hot tub"", ""Hair dryer"", ""Kitchen"", ""Hot water"", ""Pets allowed"", ""Cooking basics"", ""Private entrance"", ""Stove"", ""Bed linens"", ""Indoor fireplace"", ""Fire extinguisher"", ""Refrigerator"", ""Oven"", ""Extra pillows and blankets"", ""Heating"", ""Free street parking"", ""Hot water kettle"", ""TV""]",1069.0,2.0,365.0,2.0,7.0,365.0,365.0,3.1,365.0,True,0.0,0.0,0.0,3.0,2024-08-26,13.0,2.0,1.0,2015-07-27,2024-08-09,4.77,4.54,4.38,4.85,4.85,4.85,4.23,1.0,30.0,30.0,0.0,0.0,0.12
3974321.0,https://www.airbnb.com/rooms/3974321,20240825194210.0,2024-08-26,city scrape,Wonderfull Swiss Chalet in Villars,"Welcome in chalet Valérie<br />In the heart of the Vaud Alps at an altitude of 1,200 m Chalet Valérie is close to a prestigious  ski resort, Villars. Facing south, the chalet enjoys stunning views, with a 180 degree panorama. Great autentic Swiss chalet.",https://a0.muscache.com/pictures/49982439/74e238f8_original.jpg,20598043.0,https://www.airbnb.com/users/show/20598043,Angela,2014-08-27,"Lausanne, Switzerland",nan,100.0,92.0,False,https://a0.muscache.com/im/users/20598043/profile_pic/1409139995/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/20598043/profile_pic/1409139995/original.jpg?aki_policy=profile_x_medium,1.0,1.0,"['email', 'phone']",1.0,1.0,Gryon,Aigle,46.27612,7.06478,Entire home,Entire home/apt,9.0,2.5,2.5 baths,5.0,9.0,"[""First aid kit"", ""Wifi"", ""Children\u2019s books and toys"", ""Dryer"", ""Essentials"", ""Hangers"", ""Iron"", ""Long term stays allowed"", ""Washer"", ""Hair dryer"", ""Kitchen"", ""Hot water"", ""Pocket wifi"", ""Host greets you"", ""High chair"", ""Free parking on premises"", ""Bed linens"", ""Indoor fireplace"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Heating""]",290.0,6.0,60.0,6.0,6.0,60.0,60.0,6.0,60.0,True,27.0,57.0,87.0,362.0,2024-08-26,6.0,0.0,0.0,2016-07-25,2023-02-25,4.83,4.67,4.0,4.83,4.83,4.67,4.33,0.0,1.0,1.0,0.0,0.0,0.06
4138941.0,https://www.airbnb.com/rooms/4138941,20240825194210.0,2024-08-25,city scrape,Ferme rénovée entre lac et montagne 15min Lausanne,15 minutes away from Lausanne you will stay our beautiful renovated farmhouse in the countryside. We rented it when we are on vacation and we leave our personal belongings (photos...). It is ideal for discovering the region and allows you to take beautiful walks from the house in the woods of the Jorat with splendid views of the Prealps.<br />The house is perfect for families with infants or children and sleeps 8. Bed linen and towels are not provided.,https://a0.muscache.com/pictures/55712120/427a59c2_original.jpg,8809887.0,https://www.airbnb.com/users/show/8809887,Léo Et Flo,2013-09-13,"Corcelles-le-Jorat, Switzerland",within a day,100.0,40.0,False,https://a0.muscache.com/im/users/8809887/profile_pic/1413270628/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8809887/profile_pic/1413270628/original.jpg?aki_policy=profile_x_medium,3.0,3.0,"['email', 'phone']",1.0,1.0,Corcelles-le-Jorat,Broye-Vully,46.60637,6.7383,Entire home,Entire home/apt,8.0,2.0,2 baths,4.0,6.0,"[""Patio or balcony"", ""Outlet covers"", ""Hammock"", ""Outdoor furniture"", ""Wifi"", ""Children\u2019s books and toys"", ""HDTV with Netflix"", ""Dishes and silverware"", ""Dryer"", ""Freezer"", ""Drying rack for clothing"", ""Private outdoor pool - available seasonally, open 24 hours, saltwater"", ""Toaster"", ""Central heating"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Dishwasher"", ""Baking sheet"", ""Washer"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Hot water"", ""Cleaning products"", ""Wine glasses"", ""Cooking basics"", ""Sun loungers"", ""Bathtub"", ""Dining table"", ""Outdoor dining area"", ""Stove"", ""Free parking on premises"", ""Refrigerator"", ""Mosquito net"", ""Outdoor playground"", ""Fireplace guards"", ""Oven"", ""Coffee"", ""Hot water kettle"", ""Private sauna""]",150.0,3.0,14.0,3.0,10.0,14.0,14.0,4.9,14.0,True,0.0,12.0,15.0,15.0,2024-08-25,21.0,0.0,0.0,2014-10-14,2023-07-31,4.81,4.71,4.86,4.95,4.9,4.76,4.86,0.0,2.0,2.0,0.0,0.0,0.17
4208919.0,https://www.airbnb.com/rooms/4208919,20240825194210.0,2024-08-26,city scrape,Apartment Villars Sur Ollon,"A four bedroom first floor apartment in an attractive building. The apartment is easily accessible and has wonderful views of the dent du midi. It is a very comfortable 4 bed, 3 bath apartment with a cinema. It has all mod cons including internet, sonos and a fridge freezer with an ice maker. There main bedroom has its own ensuite bathroom.",https://a0.muscache.com/pictures/52882364/3346c0fd_original.jpg,21839864.0,https://www.airbnb.com/users/show/21839864,Jonathan,2014-09-27,"London, United Kingdom",within an hour,100.0,100.0,True,https://a0.muscache.com/im/pictures/user/User-21839864/original/f6b5e82e-3531-4410-82f2-369bbe80b062.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-21839864/original/f6b5e82e-3531-4410-82f2-369bbe80b062.jpeg?aki_policy=profile_x_medium,2.0,2.0,"['email', 'phone', 'work_email']",1.0,1.0,Ollon,Aigle,46.30805,7.05858,Entire rental unit,Entire home/apt,8.0,3.0,3 baths,4.0,6.0,"[""Outdoor furniture"", ""Wifi"", ""Coffee maker"", ""Lake access"", ""Paid dryer \u2013 In building"", ""Backyard"", ""Resort access"", ""Dishes and silverware"", ""Essentials"", ""Mountain view"", ""Hangers"", ""Iron"", ""Self check-in"", ""BBQ grill"", ""Elevator"", ""Paid washer \u2013 In building"", ""TV with Apple TV, Amazon Prime Video, Netflix"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Hot water"", ""Pets allowed"", ""Cooking basics"", ""Sound system"", ""Private patio or balcony"", ""Bathtub"", ""Outdoor dining area"", ""Free parking on premises"", ""Bed linens"", ""Fire extinguisher"", ""Refrigerator"", ""Extra pillows and blankets"", ""Heating"", ""Free street parking"", ""Lockbox"", ""Ski-in/Ski-out""]",229.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,True,21.0,45.0,69.0,95.0,2024-08-26,34.0,7.0,1.0,2020-08-09,2024-08-13,4.85,4.85,4.71,4.91,4.91,4.91,4.76,0.0,1.0,1.0,0.0,0.0,0.69
